Application mode,Application order,Course,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,units_approved_rate_1st,units_approved_rate_2nd,Target_Graduate
1,1,15,14,10,8,0,0,1,0,0,36,6,8,5,13,0,0,14,10,5,13,3,1.0038860596565726,1.0038812902971865,1
17,1,5,14,7,1,1,0,1,1,0,35,6,15,5,11,0,2,6,19,10,11,-3,0.6160045502310426,0.6421144752293573,0
8,3,12,3,3,11,1,1,1,0,0,20,8,12,7,12,0,0,8,12,7,11,3,0.8658071330983401,0.8454015772083671,0
12,1,8,27,10,10,0,1,1,1,0,26,6,9,2,10,0,0,6,8,0,13,1,-0.007320023666704996,0.38432470409155184,0
8,3,15,28,6,8,1,1,1,0,0,20,6,6,6,12,0,0,6,6,6,13,0,1.0016661277574928,0.9941419593983937,1
1,1,12,14,2,4,1,0,1,0,1,19,8,7,6,14,0,0,8,8,8,14,0,1.0009345009719623,1.000971354732185,1
1,2,12,27,8,10,1,0,1,1,0,20,8,13,7,12,0,0,8,8,7,13,1,0.8909053065282947,0.8763445477611278,1
1,2,16,14,9,2,1,1,1,1,0,18,7,10,7,13,0,0,8,12,7,11,0,0.848795837139157,0.8638855020214115,0
12,1,3,27,10,10,0,0,1,0,0,22,7,8,7,12,0,0,7,7,7,12,-4,0.8637605795120655,0.8411999174616415,0
14,1,8,5,10,6,0,0,1,0,0,35,10,11,7,11,0,1,11,14,5,11,0,0.5317456065557107,0.45358880115491884,0
14,1,6,1,13,12,0,0,1,1,0,38,5,11,2,10,1,0,5,6,0,0,0,0.2798707735595396,-0.01611077369098039,0
1,4,12,1,4,5,0,0,1,0,0,19,7,8,7,14,0,0,8,8,7,13,0,0.8626186348717919,0.8643501884300792,1
1,1,11,14,10,5,1,0,1,0,0,19,6,15,3,10,0,0,6,12,3,10,0,0.22179640854284388,0.3290902023309355,0
15,1,8,14,6,11,0,0,1,0,0,26,6,10,3,10,2,1,6,12,2,10,-3,0.3363702063897095,0.4163124651964605,0
1,2,14,28,10,10,1,1,1,1,0,18,5,5,4,11,0,0,5,7,5,13,0,1.0029031635153183,0.9970916490008146,1
1,1,10,1,10,10,1,0,1,0,0,19,6,9,6,12,0,0,6,9,6,12,3,0.9978313033089826,0.9963434664208236,1
1,4,10,27,6,10,1,0,1,0,0,19,6,14,5,11,0,0,6,11,5,11,0,0.46251395373215104,-0.003449313296263274,0
16,1,10,14,20,11,0,0,1,0,0,28,10,15,10,15,0,9,11,16,6,13,-4,1.000147350362633,0.9940251039241293,1
15,2,14,14,6,9,1,0,1,0,0,19,6,14,5,13,0,0,6,6,5,10,0,0.9986436246675292,0.6146240269691946,1
1,1,3,14,10,9,0,0,1,1,0,39,11,7,0,11,0,0,6,11,0,13,-4,0.9987802304168935,0.37015466488750504,1
8,1,5,28,4,11,1,0,1,1,0,21,6,7,6,13,0,0,6,7,6,13,3,0.9983177034470881,1.0129191057901126,1
4,5,12,27,5,2,1,1,0,0,0,27,7,10,7,14,0,0,8,9,7,14,1,0.866233879709831,0.3645074734527932,0
1,2,6,27,10,9,0,0,1,0,0,30,8,10,7,12,0,0,8,9,8,12,0,0.8530757948987048,0.8620390412284131,1
15,1,8,14,6,10,1,0,1,1,0,19,6,14,3,10,0,0,6,12,3,10,0,0.6049938081078547,0.33785890042129446,0
1,2,12,14,2,4,1,1,1,0,0,27,7,7,0,0,0,0,7,8,0,0,1,-0.00964947729888474,-0.0019942773047449455,0
1,3,5,1,5,11,1,0,1,0,0,20,6,6,6,13,0,0,6,5,6,13,1,1.0103490001478017,1.0053472985122975,1
1,2,12,14,6,9,1,0,1,0,1,18,6,7,7,13,0,0,8,12,7,12,0,0.868030501443616,0.8472954053764762,1
12,1,9,28,5,12,1,0,1,0,0,35,5,6,0,14,0,0,5,5,0,15,1,-0.010080012205782586,-0.009814854347146351,1
12,1,10,27,10,10,1,0,1,0,1,19,6,6,5,11,0,0,6,8,5,11,0,0.8700614335317652,0.9970619320865837,1
14,1,11,27,5,7,1,1,1,1,0,32,10,8,10,12,0,4,11,9,5,15,-3,0.8276003102846817,0.8414112507594002,1
15,1,8,14,4,8,1,0,1,1,0,26,6,9,6,12,0,1,6,8,6,13,-1,0.6610304003149166,0.8725945330414515,0
1,3,12,1,6,5,1,1,1,0,0,18,8,8,7,12,0,0,8,11,7,14,0,0.8727762277514879,0.8829659469309935,0
8,1,15,1,6,6,1,0,1,0,0,19,6,0,2,0,0,0,6,0,0,0,0,-0.012261029571073112,0.0006571264189418674,0
12,1,17,27,10,10,0,0,1,0,0,41,5,10,5,11,0,0,5,6,5,11,1,0.8265531680431479,0.8055430221064409,0
12,1,12,14,10,8,0,0,1,0,0,35,7,8,7,12,0,0,7,9,7,12,0,0.8648723757717295,0.8942708555119102,0
1,4,16,28,5,8,1,0,1,0,1,19,6,14,5,12,0,0,6,10,5,12,3,0.8619854380955476,0.8341143569560072,1
8,5,6,28,15,10,1,0,0,0,1,19,5,5,3,10,0,0,5,7,2,0,1,0.5905084585222156,0.6067110640566113,0
14,1,9,27,10,10,0,0,1,0,0,20,5,8,5,11,0,0,5,7,3,11,1,0.8181700824299489,0.8083603312975612,1
12,1,11,14,10,5,0,0,1,0,0,18,6,10,0,13,0,0,6,8,0,13,0,-0.017773750561347775,0.002836951305874455,0
1,6,11,28,10,10,1,0,1,1,0,18,6,9,5,13,0,0,6,7,5,12,-4,1.0004522331631498,0.995543901237132,1
12,1,3,14,2,6,1,0,1,0,0,20,6,15,3,10,0,0,6,12,0,0,1,0.4712695266434934,0.0009032936196960663,0
1,1,9,27,10,10,0,0,1,0,0,20,5,8,5,12,0,0,5,9,5,12,1,0.8584598739860161,0.8388934273044697,1
14,1,7,27,32,1,0,1,1,1,0,35,5,5,0,0,1,0,5,7,0,0,0,-0.011014329688594426,0.0018900226594144574,0
8,3,3,1,10,10,0,0,1,0,1,42,6,6,6,12,0,0,6,7,6,11,0,0.9957462578864137,0.9930437646667484,1
7,2,12,14,1,8,0,0,1,0,0,35,5,8,4,13,0,0,5,12,4,12,3,0.8339967154646506,0.8298790604386971,1
14,1,3,24,1,46,1,0,1,0,0,25,15,23,16,11,2,13,10,14,11,11,-4,0.5148902865063961,0.648322973982632,1
8,2,12,14,6,43,0,1,1,0,0,18,7,9,7,14,0,0,8,8,7,14,0,0.8554935645583378,0.8647789441106252,0
12,1,3,14,10,10,0,0,1,0,1,31,7,7,6,13,0,0,7,8,6,13,0,0.8674105026622326,0.8381309668247676,0
8,1,16,29,5,8,1,0,1,1,0,18,6,9,6,13,0,0,6,7,0,13,-4,0.20159355581167177,0.3711511724539164,0
8,1,12,14,6,8,0,0,1,0,0,18,8,9,7,14,0,0,8,8,7,15,-4,0.849001616296444,0.8722053825636731,1
8,5,5,1,6,3,1,0,1,0,0,19,6,14,3,11,2,0,6,6,5,13,3,0.4445523174334547,0.3561935722936427,1
8,1,16,14,3,4,1,1,1,0,0,20,6,6,6,14,0,0,6,7,6,14,2,1.0018916004273624,0.9922875753725204,1
12,1,6,14,10,10,0,0,0,1,0,36,5,10,2,11,0,0,5,12,2,11,-3,0.6540025876183445,0.39111180549527175,0
8,5,15,3,6,11,1,0,1,0,1,18,8,8,6,12,0,0,7,8,5,13,1,0.8528104980355188,0.998429867501185,1
1,1,6,1,5,9,0,0,1,0,0,34,6,6,6,14,0,0,6,9,6,13,0,1.0118470375981279,0.989911904424891,1
15,9,10,31,16,13,1,0,1,0,0,19,6,9,5,11,0,2,6,11,5,11,3,0.9978911545140575,0.48145599774997705,1
3,1,4,24,12,1,1,0,1,0,0,30,6,6,2,10,1,0,6,6,0,0,0,0.2128044213610006,0.007837162430999894,1
13,1,6,1,2,1,1,0,1,1,0,25,5,11,2,10,0,0,5,12,0,0,0,0.3740337622612757,-0.020371101946909387,0
1,2,12,14,10,10,1,0,1,1,0,28,7,9,7,11,0,0,8,11,7,11,0,0.8513450419640612,0.8658890683541165,1
8,1,6,27,4,36,0,0,1,1,0,20,8,10,10,15,0,0,8,7,5,15,2,0.8404057898866067,1.0031079606140594,1
12,1,17,27,10,10,0,0,1,1,0,43,5,8,4,11,0,0,5,10,4,11,0,0.9945594688844411,0.3515293612930416,0
7,4,9,14,2,11,1,1,1,0,0,20,5,6,5,13,0,0,5,7,5,11,3,0.9922983940488614,0.9954649203817773,1
8,2,15,27,19,6,1,0,1,0,0,18,6,10,2,10,0,0,6,9,0,0,1,0.8214089531718485,0.32097849307806514,0
1,2,11,1,6,8,1,0,1,1,0,19,6,6,6,13,0,0,6,6,6,11,2,1.005127520374988,1.005802465434189,1
12,1,9,24,4,10,0,0,0,1,0,38,5,5,0,0,0,0,5,5,0,0,0,-0.012548132470188884,0.005873117971031158,0
12,1,8,14,8,11,0,0,1,1,0,40,5,9,2,0,0,0,5,6,0,0,1,-0.003101300623881857,-0.006146150641831236,0
4,1,17,27,10,5,0,0,1,1,0,27,7,8,0,0,0,0,5,5,0,0,0,0.011151888480775087,0.033949845573143726,0
15,1,2,14,10,8,1,0,1,1,0,20,11,17,11,10,0,1,11,12,10,11,-4,0.838721926817389,0.46666245861706435,0
14,1,1,27,6,7,0,0,1,0,0,29,10,21,9,11,2,5,11,12,11,11,-4,0.8417554051763978,1.0027692267001644,0
15,1,9,1,3,19,0,1,1,1,0,27,11,25,10,13,0,4,11,11,11,14,3,1.0171699732386317,0.5344292252338771,0
12,1,8,14,5,1,0,0,0,1,0,25,6,9,2,13,0,0,6,9,3,13,2,0.46270260010688324,0.44351419778756795,0
1,1,14,1,5,7,0,0,1,1,0,19,6,12,5,12,0,0,6,9,4,13,0,0.9891394639449758,0.39054506878420325,0
9,1,9,1,10,4,1,0,1,1,0,19,8,8,4,10,1,0,8,8,3,12,3,0.6615338945972891,0.39860150440572156,0
12,1,3,14,1,8,1,1,0,1,0,44,0,0,0,0,0,0,0,0,0,0,0,-0.020510458493122424,-0.006461287469160784,0
15,1,15,26,3,5,0,0,0,1,0,37,6,15,2,11,0,0,6,12,2,11,2,0.47762306627290485,0.8574814944238427,0
12,1,6,1,8,8,0,1,1,1,0,18,5,11,2,12,0,0,5,9,2,13,0,0.9970781979834986,0.9981620760722162,0
8,1,12,14,7,10,1,0,1,1,0,19,8,10,7,11,0,0,8,11,7,12,1,0.6911927604359663,0.6726694575619779,0
1,3,9,14,10,10,1,0,1,1,0,20,5,6,5,13,0,0,5,6,5,11,2,0.45773497751823333,0.8242838763775115,1
8,5,9,28,10,10,1,0,1,1,1,18,5,6,5,12,0,0,5,10,2,13,0,0.9953599309971088,0.805403284362624,1
9,1,2,4,1,8,1,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,-0.004777518840791469,0.0030875327700197325,0
12,2,9,14,7,12,1,0,1,1,0,25,5,5,0,0,0,0,5,5,0,0,0,-0.010271517771831919,-0.020254847852922177,0
8,3,16,28,8,8,0,0,1,1,0,18,7,9,7,15,0,0,7,9,7,14,2,1.0058064908461504,1.0026510021435722,1
14,1,9,14,10,10,0,0,1,1,0,32,12,11,5,13,0,0,15,18,5,12,3,1.004229053566993,0.8418228245426469,1
15,1,5,1,6,4,1,0,1,1,0,19,6,13,5,13,0,0,6,12,5,13,0,0.9927044297839559,1.0033255376487298,1
1,1,9,14,10,10,1,0,1,0,0,26,8,14,5,10,0,0,5,7,4,11,1,0.4853290442799609,0.8341488911144951,0
17,9,3,23,9,17,0,1,1,1,0,27,15,27,17,13,0,8,11,14,12,12,-4,0.9959079005893595,0.9911557609978442,1
1,4,14,14,10,10,1,0,1,0,1,18,6,6,5,14,0,0,5,6,5,11,1,0.8279493462542054,0.9939024720582265,1
8,1,9,28,10,4,0,0,1,1,0,21,5,6,5,11,0,0,5,6,5,12,0,0.9893301305536158,1.0002869851351412,1
8,1,15,1,3,3,1,0,1,1,0,18,6,10,6,15,0,0,6,6,6,12,1,0.84255924830416,0.6829828068334993,0
1,2,6,28,8,10,1,0,1,1,0,19,6,9,5,10,0,0,6,12,5,12,1,0.6282906632472576,0.6403575879290944,1
15,1,4,27,6,10,0,0,1,0,0,35,13,23,18,10,0,10,11,13,11,11,0,0.5311111271129665,0.8692433769521277,1
1,2,16,28,6,10,1,0,1,0,0,18,6,7,6,11,0,0,6,8,5,13,1,1.0056378198731746,1.0048755249440848,1
1,2,15,14,6,10,0,0,1,1,0,18,6,8,5,11,0,0,6,7,5,13,-3,1.0071987483108187,0.8322348067317283,1
4,1,8,1,1,4,0,1,1,1,0,24,5,12,4,10,0,0,5,11,3,13,0,0.39998324937249036,0.26428952728761523,1
1,5,9,14,10,10,1,0,1,0,0,19,5,6,6,13,0,0,5,5,5,13,2,0.9981678026815569,0.9957179684670551,1
8,3,6,14,6,4,1,0,1,0,0,20,6,8,5,13,0,0,6,6,5,13,3,1.0050077254831107,1.0031584190488174,1
1,1,8,1,10,10,0,0,1,0,0,19,5,11,5,13,0,0,5,7,5,12,0,0.8122568717965684,0.8198276582859791,1
1,3,15,14,6,9,1,0,1,0,0,18,6,6,6,13,0,0,6,6,6,13,3,1.005629988616042,1.0025363892706716,1
9,2,12,14,10,9,1,1,1,0,0,20,8,11,7,12,0,0,8,8,7,14,0,0.8593408689220842,0.8526806420941577,1
8,1,9,1,6,9,1,0,1,1,0,18,5,6,5,13,0,0,5,5,5,14,-3,0.9937302616763057,0.9906745914882171,0
1,1,11,14,6,9,1,0,1,0,0,19,6,7,6,11,0,0,6,8,5,13,0,1.0058056697722153,0.8459757775641106,1
14,1,14,28,10,10,0,0,1,0,0,20,6,15,6,11,0,0,6,7,5,11,2,1.00117479878695,0.9940884324234514,1
1,2,11,10,6,11,1,0,1,0,0,20,6,0,6,0,0,0,6,0,0,0,3,-0.011517674018580995,-0.007155014738326902,0
1,3,10,14,6,10,1,0,1,0,0,19,6,10,5,12,0,0,6,10,5,10,1,0.6149787617633471,0.6263466074003569,1
8,2,12,28,5,5,1,0,1,1,0,20,7,9,6,14,0,0,6,7,8,13,0,0.998150486757809,0.6672517446995776,1
8,2,6,28,6,10,1,1,0,0,0,18,6,15,3,11,0,0,6,12,0,11,-3,0.41550782294400546,0.410936689667696,0
8,1,15,27,1,1,1,0,1,1,0,42,5,6,0,13,0,0,5,6,0,0,3,0.007290270000176528,0.009630341763651833,1
12,1,7,14,10,10,0,0,1,1,0,38,5,9,0,0,1,0,5,5,0,0,-4,0.43227007140152757,-0.020102268314909025,0
1,4,14,14,1,6,1,0,1,0,0,18,6,1,0,0,1,0,6,0,0,0,-4,-0.023543225700701973,-0.0036723224517179326,0
1,1,12,14,8,4,1,0,1,1,0,18,8,9,7,11,0,0,7,12,7,14,1,0.8610198396703109,0.8639603482115695,0
1,1,10,14,10,8,1,0,1,0,0,19,6,8,5,13,0,0,6,8,5,10,0,0.49795375115653584,0.39312135903962503,0
12,1,3,14,7,7,0,0,1,1,0,28,6,10,6,13,0,0,6,9,6,13,0,0.8671972262966178,1.0009660797554378,1
8,1,11,1,3,7,0,1,1,0,0,19,6,10,4,11,1,0,6,11,3,10,0,0.4087826553695224,0.4390898807282744,0
14,3,9,5,3,8,1,0,0,1,0,19,6,0,0,13,0,0,6,0,0,0,1,-0.02097610401261862,0.3829349549282222,0
1,4,10,28,6,5,1,1,1,0,0,18,6,0,5,12,0,0,6,10,3,11,-3,0.4347809016993583,0.412126307136694,0
1,2,7,14,2,4,1,0,1,1,0,18,5,9,2,15,3,0,5,9,2,13,3,0.6078487999410545,0.28898473913146117,0
12,1,12,14,5,11,0,0,1,0,0,29,7,8,7,13,0,0,7,7,0,13,-4,0.4687547317326247,0.8512238775647716,0
9,1,9,10,5,5,0,1,1,1,0,26,11,14,11,11,0,9,7,11,2,14,1,0.673601736355021,0.45487867020069433,0
8,2,5,1,2,4,1,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,-0.03188368330789296,-0.006642984236813517,0
1,2,15,14,6,10,1,0,1,0,1,19,6,6,6,13,0,0,6,6,6,12,0,1.0081465611162914,1.0069680203209919,1
8,1,7,1,5,3,1,1,1,1,0,24,5,5,2,0,1,0,5,5,0,0,-3,-0.01534845193006645,0.3090761781797291,0
1,1,9,14,10,10,1,0,1,0,1,19,5,6,5,11,0,0,5,5,5,11,-1,0.9988034243051989,0.815238200098299,1
12,1,3,28,10,8,0,0,1,0,0,34,6,6,6,13,0,0,5,6,5,12,3,1.0138023934371283,1.0008063166155636,1
8,1,13,1,5,8,1,0,1,0,0,18,7,7,0,12,0,0,7,8,0,13,0,0.4743527403102601,0.004964084707335598,1
1,1,12,14,6,6,1,0,1,1,0,34,7,5,0,0,1,0,5,5,0,0,0,-0.0019941271787658936,-0.016929025027371584,0
1,2,2,14,18,1,1,0,1,1,0,24,0,1,0,0,0,0,0,0,0,0,0,0.019681275751600294,-0.010954827888547257,1
1,3,7,14,1,8,1,0,1,1,0,18,6,8,6,11,0,0,6,10,5,11,0,0.9934370645691271,0.9904377671052687,1
14,6,2,28,6,8,1,0,1,0,0,18,5,6,0,0,2,0,5,5,0,0,1,-0.010766189399346909,0.008696629947786163,0
12,1,4,27,7,8,0,0,1,0,0,25,6,10,4,12,0,2,6,12,5,13,0,0.8379574511413443,0.8657185449752001,0
1,2,12,27,10,10,1,1,1,0,0,20,8,8,11,13,0,13,8,11,7,11,-4,0.8537684422296119,0.8609479708137102,1
8,1,15,3,6,11,0,0,1,1,0,20,6,10,6,13,0,0,6,12,6,13,-4,1.0023439633652422,0.30980220775526696,1
14,1,7,28,8,4,0,0,1,0,0,23,5,10,2,10,0,0,5,10,2,11,1,0.8134783800490135,0.4117562074232782,0
12,1,14,27,25,10,0,0,1,1,0,42,10,10,7,13,0,4,8,12,7,11,3,0.8645160682826195,0.8383711338224258,0
1,3,8,27,4,7,1,0,1,0,0,19,7,7,6,13,0,0,6,9,8,11,0,1.0051702933445927,1.002022155923998,1
7,3,8,14,1,6,1,0,1,0,0,18,6,11,4,11,0,0,6,8,0,11,0,0.4213728763706453,0.30548694244302255,1
12,1,7,28,7,12,0,0,1,0,0,53,5,5,0,0,0,0,5,5,0,0,0,-0.024228935666143273,-0.016590150857683526,0
14,6,7,14,10,10,1,0,1,1,0,19,5,6,2,10,0,0,5,6,0,11,3,0.8280977222121916,0.36653902333914096,0
12,1,17,24,1,13,0,0,0,1,0,30,5,5,0,0,0,0,5,5,0,0,0,0.01230533770978268,0.003491111250503872,0
1,4,14,14,8,4,1,0,1,1,0,19,7,7,5,15,0,0,5,10,5,14,1,0.8463472824244109,0.8675832103666569,1
2,1,5,28,5,11,1,0,1,1,0,19,6,7,6,13,7,0,8,7,8,16,3,0.9936591722350332,1.0035343131109675,1
14,1,12,14,10,10,1,0,1,0,0,25,10,12,7,13,0,5,8,11,7,13,3,0.8648809691103879,0.9922793777618546,1
1,2,9,28,10,10,1,0,1,0,1,18,5,10,4,13,0,0,5,6,7,13,0,0.8223898943923351,0.9960252434168958,1
8,1,12,14,4,11,0,0,1,0,0,31,7,7,6,14,0,0,7,7,6,14,0,1.0035351286981138,1.0018652390594711,1
1,1,12,28,6,11,1,0,1,0,1,18,7,7,7,13,0,0,8,8,7,14,1,0.8354055292158531,0.8213490254235827,1
15,1,6,1,5,9,1,1,1,0,0,25,5,9,4,13,0,0,5,9,5,14,0,0.9907719056700384,0.9907250196097734,0
4,1,12,14,5,7,0,0,1,1,0,28,7,7,7,13,0,0,8,12,8,13,1,0.8587619121684841,1.0097556400064405,0
12,1,7,24,10,10,0,1,1,1,0,32,5,6,0,0,4,0,5,5,0,0,1,-0.019386776613742336,0.010260802423872839,0
4,1,16,28,5,8,0,1,1,0,0,24,10,13,11,14,0,5,12,11,5,15,0,0.9974520726006441,1.004514989698735,1
15,1,15,10,6,10,1,0,1,0,0,19,6,8,6,13,0,0,6,7,6,13,3,1.0009940638115031,0.9970803832336759,1
14,1,12,27,5,8,0,0,1,1,0,31,7,9,0,0,0,0,7,7,0,0,0,0.001945102986907671,0.008770265319663972,0
8,3,15,1,10,9,0,0,1,0,1,18,6,6,6,13,0,0,6,7,5,12,1,1.001047342756542,0.9871961876540394,1
15,1,14,27,3,9,1,1,1,0,0,18,6,0,0,0,6,0,0,0,0,0,0,-0.03445788192119312,0.009997238175866965,0
8,3,10,14,5,9,1,0,1,0,0,18,6,7,6,15,0,0,6,6,6,13,2,1.006870105789951,1.0028453513996032,1
12,1,3,14,10,10,0,0,1,1,0,32,6,14,5,12,0,0,5,10,5,11,0,0.8428121405542438,0.8601815217994869,0
1,1,15,28,10,10,1,0,1,0,1,19,6,6,5,11,0,0,6,6,5,12,0,1.0038588669573354,1.0091778488928747,1
1,1,6,28,32,11,1,0,1,0,0,20,6,11,4,11,0,0,6,10,5,11,0,0.4326645566567787,0.8562405980303937,1
12,1,3,27,12,6,0,0,1,0,0,30,5,6,5,15,0,0,5,10,5,11,0,0.8112990164642616,0.9921929805322744,0
1,2,11,14,10,10,1,0,1,0,0,18,6,13,6,13,0,0,6,1,5,11,2,1.0116448254477715,0.9992037057937926,1
14,1,9,24,1,1,0,0,1,0,0,38,5,4,0,0,0,0,5,10,0,0,1,-0.01884472173116441,-0.03353836911257946,0
1,5,16,1,10,4,1,0,0,0,0,18,6,10,3,10,0,0,6,19,3,13,-3,0.4442107761434371,0.6355096958323534,0
1,3,12,14,4,11,1,0,1,1,0,19,6,9,6,14,0,0,8,11,3,13,0,1.0023529363110073,0.9956336762782966,1
1,2,11,27,10,10,0,1,1,0,1,19,6,6,5,15,0,0,6,6,5,13,0,0.9888784190829604,0.9933601830758924,0
1,1,14,14,6,8,0,1,1,1,0,18,6,10,2,11,0,0,6,10,4,13,1,0.9995711005363654,0.6946050953187928,0
8,1,12,1,2,11,0,0,1,1,0,18,8,9,9,12,0,0,8,8,7,12,1,0.8643412912859463,0.8649920967808006,1
1,4,15,1,10,4,1,0,1,0,0,18,5,8,6,15,0,0,5,5,5,13,0,1.0039564699884809,0.9989878877402114,1
1,2,16,1,10,9,1,1,1,0,0,18,6,8,5,13,0,0,5,7,4,13,1,0.8451599541512351,1.0048825284448277,1
1,3,12,14,6,11,1,0,1,0,0,20,6,10,5,10,0,0,8,12,3,11,0,0.8658833906481417,0.872828044455312,0
12,1,14,3,10,4,0,0,1,1,0,26,6,10,3,13,0,1,5,11,3,13,0,0.20344708348599658,0.6563076869794366,0
14,1,3,14,1,5,0,0,1,0,0,25,14,22,17,12,2,11,11,22,10,13,0,0.8533693891918823,0.8489940804148133,1
15,1,3,1,3,5,0,0,1,0,0,19,6,9,6,12,0,2,6,12,6,13,0,0.991028490933474,0.8433236945482692,1
12,1,7,14,1,3,1,1,1,1,0,29,6,6,2,0,0,0,6,6,0,10,-3,-0.0011591305824689882,-0.0039023976355118777,0
4,2,9,27,10,10,0,0,1,0,0,26,5,8,5,11,0,0,5,6,5,11,-1,0.8192797096541912,0.9969367729054472,0
12,1,11,14,10,10,1,0,1,0,0,20,6,7,6,13,0,0,6,7,0,13,-4,0.9972364953049877,0.8455661039337266,1
1,2,12,1,4,11,1,0,1,1,0,18,7,8,6,14,0,0,8,9,5,14,0,1.0010844809100425,1.0020627585392112,1
8,2,15,1,6,8,0,0,1,0,0,18,6,10,5,13,0,0,6,8,5,12,0,0.8599617987326383,0.6612941615044193,0
15,1,14,14,3,9,0,0,1,1,0,19,6,10,4,12,0,0,6,7,3,11,-1,0.9965327446791366,0.6418937809466788,0
1,3,9,14,10,10,0,0,1,1,0,24,5,7,4,14,0,0,5,9,5,12,0,0.8279334642294791,0.8284458610153143,1
1,4,12,14,4,4,0,0,1,0,0,18,7,8,7,13,0,0,8,11,8,14,0,0.8399389632014147,0.8364915261197526,1
1,1,9,5,10,8,1,0,1,0,0,18,6,15,0,0,0,0,6,0,0,0,0,0.0025429787858050274,-0.013504392172108835,0
8,1,12,1,6,4,0,0,1,1,0,18,7,11,4,11,0,0,8,12,2,10,0,0.66569139230592,0.43292055724260897,0
9,2,2,4,10,10,1,0,1,0,0,18,0,0,0,0,0,0,5,0,0,0,0,0.003573850563043368,0.014182584928972501,1
1,1,10,14,5,6,1,0,1,0,0,20,7,7,6,14,0,0,7,15,6,14,0,0.8524707531716351,0.850519906011648,1
8,3,15,27,10,8,0,0,1,0,1,20,6,6,5,12,0,0,6,6,6,11,0,1.009263118607113,0.9995279617484036,1
1,1,12,3,4,4,1,0,1,0,0,18,7,9,3,13,0,0,6,12,7,13,1,0.8293670209392184,0.26364531858511875,0
12,1,3,24,1,10,1,0,1,1,0,43,6,6,0,0,0,0,6,5,0,0,1,-0.004914592330508308,-0.0007866439726007656,1
14,1,9,14,10,10,0,0,1,1,0,21,15,17,12,11,2,10,12,10,16,13,-3,0.9950089061918784,0.9921523278427217,1
8,5,14,27,10,2,0,0,0,0,1,19,6,12,5,13,0,0,7,8,5,15,1,0.8384643064007931,0.9992289977959519,1
9,1,10,14,10,10,1,0,1,0,0,20,6,6,6,13,0,0,6,6,6,12,1,0.9955612326631518,1.0045036870953006,1
12,1,12,14,4,9,0,0,1,0,0,18,7,9,6,12,0,0,6,11,5,12,-4,0.8435281786046007,0.8516899486331354,0
1,2,10,14,10,10,1,0,1,0,0,29,6,6,0,0,0,0,6,0,0,0,1,-0.002392400949842004,0.016735906324277915,1
12,1,15,28,10,10,0,0,1,0,0,34,6,15,6,12,0,0,6,8,6,13,1,0.8692804414285251,0.857602438286204,1
1,1,8,3,12,11,0,0,1,1,0,48,5,13,2,10,0,0,5,10,0,0,0,0.4334523491949764,0.2703994397518757,0
12,1,12,14,1,5,0,0,1,1,0,33,7,9,7,11,0,0,7,12,5,14,0,0.8414824818277095,0.4747511465755138,0
1,4,6,1,6,4,1,0,1,0,1,18,6,6,6,11,0,0,6,6,5,13,3,0.9924202487920571,1.0010404796720669,1
14,1,13,27,8,8,0,0,1,0,0,38,14,16,9,13,0,10,11,11,12,13,-4,0.8674727826569566,1.0068059651769092,1
9,1,5,28,1,7,0,0,1,1,0,19,6,13,3,13,0,0,6,12,0,10,1,0.2283440505156669,-0.0165858775487688,0
12,3,12,27,10,10,0,0,1,0,0,26,7,12,7,12,0,0,8,7,7,14,-4,0.8390782267330513,0.8627068738884198,1
14,1,12,27,5,5,0,0,1,1,0,18,8,9,7,14,0,0,8,9,8,14,0,0.8434222405870333,0.8447137438795368,1
8,1,11,1,15,8,0,0,1,0,0,19,6,9,6,13,0,0,6,0,6,13,-4,0.9990258903804567,1.003995310527807,1
1,2,9,28,6,10,0,0,1,0,1,20,6,7,5,12,0,0,7,12,5,13,1,1.0079352277422708,0.8464522983081171,1
8,2,11,1,6,11,1,0,1,0,0,18,7,12,6,14,0,0,7,7,2,13,3,0.021818241936073672,1.0005735463835324,0
12,1,9,27,10,10,0,0,1,1,0,40,5,6,3,0,0,0,7,8,0,0,0,-0.004791701234296508,0.010792243639062355,0
14,3,15,14,6,9,0,0,1,0,0,19,6,6,3,13,0,0,6,9,5,13,3,0.995969394454196,0.016161086773477516,0
8,5,14,14,10,6,1,0,1,0,0,21,6,10,6,12,0,0,6,12,6,13,2,0.8195644268568697,0.6965649841368025,0
14,1,9,3,1,10,1,0,1,1,0,24,5,14,3,10,0,0,5,8,0,0,0,0.48495154096794696,-0.0017982089278343314,0
9,5,12,29,6,10,1,0,1,0,1,20,7,9,6,12,0,0,7,12,5,12,-4,0.838791963789697,0.8616412120309236,1
12,1,15,14,6,4,0,0,0,1,0,18,6,9,5,12,0,0,6,9,5,12,1,1.007836174693191,0.5325096501880913,0
